start_date,day_of_week,hour_of_day,member_casual,rideable_type,total_rides,avg_duration
2020-04-20,Monday   ,13,member,docked_bike,176,19.08
2020-04-20,Monday   ,14,casual,docked_bike,107,36.00
2020-04-20,Monday   ,14,member,docked_bike,204,23.48
2020-04-20,Monday   ,15,casual,docked_bike,132,42.34
2020-04-20,Monday   ,15,member,docked_bike,200,23.66
2020-04-20,Monday   ,16,casual,docked_bike,139,370.60
2020-04-20,Monday   ,16,member,docked_bike,272,18.41
2020-04-20,Monday   ,17,casual,docked_bike,199,38.42
2020-04-20,Monday   ,17,member,docked_bike,366,19.41
2020-04-20,Monday   ,18,casual,docked_bike,132,39.38
2020-04-20,Monday   ,18,member,docked_bike,262,20.98
2020-04-20,Monday   ,19,casual,docked_bike,70,60.05
2020-04-20,Monday   ,19,member,docked_bike,177,17.21
2020-04-20,Monday   ,20,casual,docked_bike,24,20.08
2020-04-20,Monday   ,20,member,docked_bike,76,35.22
2020-04-20,Monday   ,21,casual,docked_bike,17,15.12
2020-04-20,Monday   ,21,member,docked_bike,41,11.76
2020-04-20,Monday   ,22,casual,docked_bike,10,21.38
2020-04-20,Monday   ,22,member,docked_bike,18,37.05
2020-04-20,Monday   ,23,member,docked_bike,14,11.01
2020-04-21,Tuesday  ,0,casual,docked_bike,2,33.24
2020-04-21,Tuesday  ,0,member,docked_bike,9,16.16
2020-04-21,Tuesday  ,1,casual,docked_bike,1,7.87
2020-04-21,Tuesday  ,1,member,docked_bike,5,21.21
2020-04-21,Tuesday  ,2,casual,docked_bike,1,29.50
2020-04-21,Tuesday  ,2,member,docked_bike,2,9.63
2020-04-21,Tuesday  ,3,member,docked_bike,3,3.61
2020-04-21,Tuesday  ,4,casual,docked_bike,1,25.12
2020-04-21,Tuesday  ,4,member,docked_bike,6,9.06
2020-04-21,Tuesday  ,5,casual,docked_bike,3,17.94
2020-04-21,Tuesday  ,5,member,docked_bike,16,12.11
2020-04-21,Tuesday  ,6,casual,docked_bike,10,13.17
2020-04-21,Tuesday  ,6,member,docked_bike,83,15.07
2020-04-21,Tuesday  ,7,casual,docked_bike,14,17.34
2020-04-21,Tuesday  ,7,member,docked_bike,87,14.27
2020-04-21,Tuesday  ,8,casual,docked_bike,20,18.73
2020-04-21,Tuesday  ,8,member,docked_bike,89,12.28
2020-04-21,Tuesday  ,9,casual,docked_bike,17,31.30
2020-04-21,Tuesday  ,9,member,docked_bike,75,14.87
2020-04-21,Tuesday  ,10,casual,docked_bike,18,24.08
2020-04-21,Tuesday  ,10,member,docked_bike,61,19.23
2020-04-21,Tuesday  ,11,casual,docked_bike,29,26.15
2020-04-21,Tuesday  ,11,member,docked_bike,102,16.77
2020-04-21,Tuesday  ,12,casual,docked_bike,40,34.37
2020-04-21,Tuesday  ,12,member,docked_bike,128,14.77
2020-04-21,Tuesday  ,13,casual,docked_bike,54,33.63
2020-04-21,Tuesday  ,13,member,docked_bike,134,14.64
2020-04-21,Tuesday  ,14,casual,docked_bike,50,34.86
2020-04-21,Tuesday  ,14,member,docked_bike,108,27.35
2020-04-21,Tuesday  ,15,casual,docked_bike,59,33.55
2020-04-21,Tuesday  ,15,member,docked_bike,153,16.92
2020-04-21,Tuesday  ,16,casual,docked_bike,73,49.42
2020-04-21,Tuesday  ,16,member,docked_bike,195,16.19
2020-04-21,Tuesday  ,17,casual,docked_bike,89,29.56
2020-04-21,Tuesday  ,17,member,docked_bike,287,18.12
2020-04-21,Tuesday  ,18,casual,docked_bike,76,676.49
2020-04-21,Tuesday  ,18,member,docked_bike,205,29.38
2020-04-21,Tuesday  ,19,casual,docked_bike,32,17.80
2020-04-21,Tuesday  ,19,member,docked_bike,109,13.82
2020-04-21,Tuesday  ,20,casual,docked_bike,18,72.79
2020-04-21,Tuesday  ,20,member,docked_bike,54,13.32
2020-04-21,Tuesday  ,21,casual,docked_bike,13,138.46
2020-04-21,Tuesday  ,21,member,docked_bike,27,15.13
2020-04-21,Tuesday  ,22,casual,docked_bike,4,10.90
2020-04-21,Tuesday  ,22,member,docked_bike,12,12.32
2020-04-21,Tuesday  ,23,casual,docked_bike,3,12.96
2020-04-21,Tuesday  ,23,member,docked_bike,13,12.52
2020-04-22,Wednesday,0,casual,docked_bike,6,354.00
2020-04-22,Wednesday,0,member,docked_bike,4,18.81
2020-04-22,Wednesday,1,member,docked_bike,4,9.40
2020-04-22,Wednesday,2,casual,docked_bike,3,29.97
2020-04-22,Wednesday,2,member,docked_bike,11,12.73
2020-04-22,Wednesday,3,casual,docked_bike,2,51.94
2020-04-22,Wednesday,3,member,docked_bike,4,6.09
2020-04-22,Wednesday,4,casual,docked_bike,2,62.17
2020-04-22,Wednesday,4,member,docked_bike,1,6.65
2020-04-22,Wednesday,5,member,docked_bike,17,11.61
2020-04-22,Wednesday,6,casual,docked_bike,10,117.49
2020-04-22,Wednesday,6,member,docked_bike,66,14.08
2020-04-22,Wednesday,7,casual,docked_bike,17,12.74
2020-04-22,Wednesday,7,member,docked_bike,107,13.41
2020-04-22,Wednesday,8,casual,docked_bike,12,20.40
2020-04-22,Wednesday,8,member,docked_bike,92,15.32
2020-04-22,Wednesday,9,casual,docked_bike,11,17.35
2020-04-22,Wednesday,9,member,docked_bike,81,15.23
2020-04-22,Wednesday,10,casual,docked_bike,15,36.40
2020-04-22,Wednesday,10,member,docked_bike,71,13.44
2020-04-22,Wednesday,11,casual,docked_bike,18,29.56
2020-04-22,Wednesday,11,member,docked_bike,72,15.63
2020-04-22,Wednesday,12,casual,docked_bike,39,25.96
2020-04-22,Wednesday,12,member,docked_bike,123,16.91
2020-04-22,Wednesday,13,casual,docked_bike,38,480.81
2020-04-22,Wednesday,13,member,docked_bike,140,17.01
2020-04-22,Wednesday,14,casual,docked_bike,32,33.11
2020-04-22,Wednesday,14,member,docked_bike,92,15.33
2020-04-22,Wednesday,15,casual,docked_bike,33,33.20
2020-04-22,Wednesday,15,member,docked_bike,103,14.32
2020-04-22,Wednesday,16,casual,docked_bike,31,23.59
2020-04-22,Wednesday,16,member,docked_bike,127,15.49
2020-04-22,Wednesday,17,casual,docked_bike,27,25.41
2020-04-22,Wednesday,17,member,docked_bike,107,13.50
2020-04-22,Wednesday,18,casual,docked_bike,45,57.98
2020-04-22,Wednesday,18,member,docked_bike,132,15.59
2020-04-22,Wednesday,19,casual,docked_bike,29,57.80
2020-04-22,Wednesday,19,member,docked_bike,90,16.52
2020-04-22,Wednesday,20,casual,docked_bike,14,28.56
2020-04-22,Wednesday,20,member,docked_bike,57,16.81
2020-04-22,Wednesday,21,casual,docked_bike,12,30.92
2020-04-22,Wednesday,21,member,docked_bike,26,12.98
2020-04-22,Wednesday,22,casual,docked_bike,7,23.12
2020-04-22,Wednesday,22,member,docked_bike,23,11.83
2020-04-22,Wednesday,23,casual,docked_bike,3,119.38
2020-04-22,Wednesday,23,member,docked_bike,13,13.98
2020-04-23,Thursday ,0,casual,docked_bike,1,13.63
2020-04-23,Thursday ,1,casual,docked_bike,1,17.97
2020-04-23,Thursday ,1,member,docked_bike,7,12.75
2020-04-23,Thursday ,2,casual,docked_bike,3,825.92
2020-04-23,Thursday ,2,member,docked_bike,6,12.19
2020-04-23,Thursday ,3,member,docked_bike,2,13.02
2020-04-23,Thursday ,4,casual,docked_bike,1,26.80
2020-04-23,Thursday ,4,member,docked_bike,4,5.23
2020-04-23,Thursday ,5,casual,docked_bike,5,48.96
2020-04-23,Thursday ,5,member,docked_bike,15,15.05
2020-04-23,Thursday ,6,casual,docked_bike,6,10.14
2020-04-23,Thursday ,6,member,docked_bike,90,14.22
2020-04-23,Thursday ,7,casual,docked_bike,21,14.92
2020-04-23,Thursday ,7,member,docked_bike,121,13.84
2020-04-23,Thursday ,8,casual,docked_bike,23,17.95
2020-04-23,Thursday ,8,member,docked_bike,124,14.39
2020-04-23,Thursday ,9,casual,docked_bike,24,21.06
2020-04-23,Thursday ,9,member,docked_bike,79,16.82
2020-04-23,Thursday ,10,casual,docked_bike,19,31.75
2020-04-23,Thursday ,10,member,docked_bike,67,16.66
2020-04-23,Thursday ,11,casual,docked_bike,33,33.98
2020-04-23,Thursday ,11,member,docked_bike,114,14.24
2020-04-23,Thursday ,12,casual,docked_bike,30,24.48
2020-04-23,Thursday ,12,member,docked_bike,122,15.80
2020-04-23,Thursday ,13,casual,docked_bike,34,66.32
2020-04-23,Thursday ,13,member,docked_bike,120,18.18
2020-04-23,Thursday ,14,casual,docked_bike,65,27.15
2020-04-23,Thursday ,14,member,docked_bike,115,16.47
2020-04-23,Thursday ,15,casual,docked_bike,39,29.11
2020-04-23,Thursday ,15,member,docked_bike,151,14.13
2020-04-23,Thursday ,16,casual,docked_bike,42,24.51
2020-04-23,Thursday ,16,member,docked_bike,215,14.02
2020-04-23,Thursday ,17,casual,docked_bike,28,55.98
2020-04-23,Thursday ,17,member,docked_bike,161,14.16
2020-04-23,Thursday ,18,casual,docked_bike,28,30.21
2020-04-23,Thursday ,18,member,docked_bike,106,14.81
2020-04-23,Thursday ,19,casual,docked_bike,17,26.02
2020-04-23,Thursday ,19,member,docked_bike,87,13.89
2020-04-23,Thursday ,20,casual,docked_bike,13,70.11
2020-04-23,Thursday ,20,member,docked_bike,45,18.34
2020-04-23,Thursday ,21,casual,docked_bike,7,20.16
2020-04-23,Thursday ,21,member,docked_bike,31,16.96
2020-04-23,Thursday ,22,casual,docked_bike,7,236.36
2020-04-23,Thursday ,22,member,docked_bike,23,10.06
2020-04-23,Thursday ,23,casual,docked_bike,4,47.35
2020-04-23,Thursday ,23,member,docked_bike,14,14.50
2020-04-24,Friday   ,0,casual,docked_bike,2,5.18
2020-04-24,Friday   ,0,member,docked_bike,8,15.33
2020-04-24,Friday   ,1,casual,docked_bike,6,16.39
2020-04-24,Friday   ,1,member,docked_bike,6,11.08
2020-04-24,Friday   ,2,casual,docked_bike,2,14.42
2020-04-24,Friday   ,2,member,docked_bike,5,15.40
2020-04-24,Friday   ,3,casual,docked_bike,2,7.29
2020-04-24,Friday   ,3,member,docked_bike,3,9.03
2020-04-24,Friday   ,4,casual,docked_bike,1,4.65
2020-04-24,Friday   ,4,member,docked_bike,2,20.43
2020-04-24,Friday   ,5,casual,docked_bike,3,14.05
2020-04-24,Friday   ,5,member,docked_bike,17,12.54
2020-04-24,Friday   ,6,casual,docked_bike,6,10.48
2020-04-24,Friday   ,6,member,docked_bike,66,14.49
2020-04-24,Friday   ,7,casual,docked_bike,15,21.00
2020-04-24,Friday   ,7,member,docked_bike,82,15.54
2020-04-24,Friday   ,8,casual,docked_bike,19,37.73
2020-04-24,Friday   ,8,member,docked_bike,98,15.28
2020-04-24,Friday   ,9,casual,docked_bike,21,28.87
2020-04-24,Friday   ,9,member,docked_bike,77,16.19
2020-04-24,Friday   ,10,casual,docked_bike,20,21.29
2020-04-24,Friday   ,10,member,docked_bike,81,14.02
2020-04-24,Friday   ,11,casual,docked_bike,40,25.16
2020-04-24,Friday   ,11,member,docked_bike,85,17.78
2020-04-24,Friday   ,12,casual,docked_bike,30,25.50
2020-04-24,Friday   ,12,member,docked_bike,113,16.96
2020-04-24,Friday   ,13,casual,docked_bike,35,105.45
2020-04-24,Friday   ,13,member,docked_bike,94,16.86
2020-04-24,Friday   ,14,casual,docked_bike,35,63.71
2020-04-24,Friday   ,14,member,docked_bike,51,18.03
2020-04-24,Friday   ,15,casual,docked_bike,35,120.49
2020-04-24,Friday   ,15,member,docked_bike,44,13.11
2020-04-24,Friday   ,16,casual,docked_bike,55,120.55
2020-04-24,Friday   ,16,member,docked_bike,166,15.89
2020-04-24,Friday   ,17,casual,docked_bike,70,42.45
2020-04-24,Friday   ,17,member,docked_bike,222,18.50
2020-04-24,Friday   ,18,casual,docked_bike,55,44.86
2020-04-24,Friday   ,18,member,docked_bike,186,15.85
2020-04-24,Friday   ,19,casual,docked_bike,33,37.69
2020-04-24,Friday   ,19,member,docked_bike,126,14.50
2020-04-24,Friday   ,20,casual,docked_bike,20,22.89
2020-04-24,Friday   ,20,member,docked_bike,67,14.63
2020-04-24,Friday   ,21,casual,docked_bike,23,31.71
2020-04-24,Friday   ,21,member,docked_bike,34,13.08
2020-04-24,Friday   ,22,casual,docked_bike,17,30.22
2020-04-24,Friday   ,22,member,docked_bike,31,22.76
2020-04-24,Friday   ,23,casual,docked_bike,13,14.13
2020-04-24,Friday   ,23,member,docked_bike,18,15.43
2020-04-25,Saturday ,0,casual,docked_bike,11,16.55
2020-04-25,Saturday ,0,member,docked_bike,4,15.09
2020-04-25,Saturday ,1,casual,docked_bike,1,15.70
2020-04-25,Saturday ,1,member,docked_bike,9,15.45
2020-04-25,Saturday ,2,casual,docked_bike,2,5.76
2020-04-25,Saturday ,2,member,docked_bike,11,13.24
2020-04-25,Saturday ,3,casual,docked_bike,1,7.38
2020-04-25,Saturday ,3,member,docked_bike,4,21.32
2020-04-25,Saturday ,4,casual,docked_bike,1,6.38
2020-04-25,Saturday ,4,member,docked_bike,6,22.09
2020-04-25,Saturday ,5,casual,docked_bike,3,32.59
2020-04-25,Saturday ,5,member,docked_bike,8,9.37
2020-04-25,Saturday ,6,casual,docked_bike,4,23.82
2020-04-25,Saturday ,6,member,docked_bike,23,17.67
2020-04-25,Saturday ,7,casual,docked_bike,3,15.72
2020-04-25,Saturday ,7,member,docked_bike,19,93.91
2020-04-25,Saturday ,8,casual,docked_bike,1,12.47
2020-04-25,Saturday ,8,member,docked_bike,38,14.01
2020-04-25,Saturday ,9,casual,docked_bike,13,25.15
2020-04-25,Saturday ,9,member,docked_bike,46,11.29
2020-04-25,Saturday ,10,casual,docked_bike,16,40.66
2020-04-25,Saturday ,10,member,docked_bike,63,14.51
2020-04-25,Saturday ,11,casual,docked_bike,10,32.39
2020-04-25,Saturday ,11,member,docked_bike,67,13.66
2020-04-25,Saturday ,12,casual,docked_bike,15,30.79
2020-04-25,Saturday ,12,member,docked_bike,61,16.07
2020-04-25,Saturday ,13,casual,docked_bike,15,34.50
2020-04-25,Saturday ,13,member,docked_bike,73,15.24
2020-04-25,Saturday ,14,casual,docked_bike,16,38.65
2020-04-25,Saturday ,14,member,docked_bike,65,14.02
2020-04-25,Saturday ,15,casual,docked_bike,10,17.84
2020-04-25,Saturday ,15,member,docked_bike,48,18.97
2020-04-25,Saturday ,16,casual,docked_bike,13,21.33
2020-04-25,Saturday ,16,member,docked_bike,59,12.39
2020-04-25,Saturday ,17,casual,docked_bike,16,24.22
2020-04-25,Saturday ,17,member,docked_bike,66,15.94
2020-04-25,Saturday ,18,casual,docked_bike,16,33.37
2020-04-25,Saturday ,18,member,docked_bike,56,15.42
2020-04-25,Saturday ,19,casual,docked_bike,9,129.06
2020-04-25,Saturday ,19,member,docked_bike,35,15.63
2020-04-25,Saturday ,20,casual,docked_bike,6,17.33
2020-04-25,Saturday ,20,member,docked_bike,19,19.31
2020-04-25,Saturday ,21,casual,docked_bike,5,18.96
2020-04-25,Saturday ,21,member,docked_bike,24,12.14
2020-04-25,Saturday ,22,casual,docked_bike,7,20.91
2020-04-25,Saturday ,22,member,docked_bike,15,12.44
2020-04-25,Saturday ,23,casual,docked_bike,5,15.70
2020-04-25,Saturday ,23,member,docked_bike,15,18.29
2020-04-26,Sunday   ,0,casual,docked_bike,10,10.02
2020-04-26,Sunday   ,0,member,docked_bike,12,17.12
2020-04-26,Sunday   ,1,member,docked_bike,6,26.61
2020-04-26,Sunday   ,2,casual,docked_bike,1,19.90
2020-04-26,Sunday   ,2,member,docked_bike,7,13.72
2020-04-26,Sunday   ,3,member,docked_bike,8,11.18
2020-04-26,Sunday   ,4,casual,docked_bike,2,8.09
2020-04-26,Sunday   ,4,member,docked_bike,4,23.47
2020-04-26,Sunday   ,5,casual,docked_bike,1,28.32
2020-04-26,Sunday   ,5,member,docked_bike,14,20.92
2020-04-26,Sunday   ,6,casual,docked_bike,2,20.84
2020-04-26,Sunday   ,6,member,docked_bike,28,17.35
2020-04-26,Sunday   ,7,casual,docked_bike,8,26.88
2020-04-26,Sunday   ,7,member,docked_bike,39,18.72
2020-04-26,Sunday   ,8,casual,docked_bike,15,18.01
2020-04-26,Sunday   ,8,member,docked_bike,59,22.66
2020-04-26,Sunday   ,9,casual,docked_bike,43,32.09
2020-04-26,Sunday   ,9,member,docked_bike,108,16.62
2020-04-26,Sunday   ,10,casual,docked_bike,61,100.57
2020-04-26,Sunday   ,10,member,docked_bike,166,18.39
2020-04-26,Sunday   ,11,casual,docked_bike,135,54.55
2020-04-26,Sunday   ,11,member,docked_bike,267,20.30
2020-04-26,Sunday   ,12,casual,docked_bike,216,45.15
2020-04-26,Sunday   ,12,member,docked_bike,367,24.16
2020-04-26,Sunday   ,13,casual,docked_bike,318,59.68
2020-04-26,Sunday   ,13,member,docked_bike,431,23.72
2020-04-26,Sunday   ,14,casual,docked_bike,337,60.75
2020-04-26,Sunday   ,14,member,docked_bike,535,25.02
2020-04-26,Sunday   ,15,casual,docked_bike,374,56.47
2020-04-26,Sunday   ,15,member,docked_bike,457,25.02
2020-04-26,Sunday   ,16,casual,docked_bike,270,49.84
2020-04-26,Sunday   ,16,member,docked_bike,444,23.83
2020-04-26,Sunday   ,17,casual,docked_bike,227,88.46
2020-04-26,Sunday   ,17,member,docked_bike,358,25.08
2020-04-26,Sunday   ,18,casual,docked_bike,110,38.61
2020-04-26,Sunday   ,18,member,docked_bike,227,18.16
2020-04-26,Sunday   ,19,casual,docked_bike,88,24.91
2020-04-26,Sunday   ,19,member,docked_bike,150,23.33
2020-04-26,Sunday   ,20,casual,docked_bike,40,28.06
2020-04-26,Sunday   ,20,member,docked_bike,54,16.07
2020-04-26,Sunday   ,21,casual,docked_bike,15,27.90
2020-04-26,Sunday   ,21,member,docked_bike,38,14.65
2020-04-26,Sunday   ,22,casual,docked_bike,15,25.25
2020-04-26,Sunday   ,22,member,docked_bike,34,13.74
2020-04-26,Sunday   ,23,casual,docked_bike,13,34.50
2020-04-26,Sunday   ,23,member,docked_bike,17,12.94
2020-04-27,Monday   ,0,casual,docked_bike,10,30.94
2020-04-27,Monday   ,0,member,docked_bike,10,11.89
2020-04-27,Monday   ,1,casual,docked_bike,6,17.80
2020-04-27,Monday   ,1,member,docked_bike,4,15.31
2020-04-27,Monday   ,2,member,docked_bike,2,6.85
2020-04-27,Monday   ,3,casual,docked_bike,1,36.18
2020-04-27,Monday   ,3,member,docked_bike,1,2.50
2020-04-27,Monday   ,4,member,docked_bike,3,4.10
2020-04-27,Monday   ,5,casual,docked_bike,1,7.73
2020-04-27,Monday   ,5,member,docked_bike,19,17.63
2020-04-27,Monday   ,6,casual,docked_bike,10,22.47
2020-04-27,Monday   ,6,member,docked_bike,90,13.21
2020-04-27,Monday   ,7,casual,docked_bike,11,14.48
2020-04-27,Monday   ,7,member,docked_bike,135,15.75
2020-04-27,Monday   ,8,casual,docked_bike,18,12.16
2020-04-27,Monday   ,8,member,docked_bike,112,14.40
2020-04-27,Monday   ,9,casual,docked_bike,32,21.27
2020-04-27,Monday   ,9,member,docked_bike,100,20.63
2020-04-27,Monday   ,10,casual,docked_bike,48,59.23
2020-04-27,Monday   ,10,member,docked_bike,105,17.84
2020-04-27,Monday   ,11,casual,docked_bike,75,39.58
2020-04-27,Monday   ,11,member,docked_bike,175,22.55
2020-04-27,Monday   ,12,casual,docked_bike,101,36.87
2020-04-27,Monday   ,12,member,docked_bike,220,22.70
2020-04-27,Monday   ,13,casual,docked_bike,88,36.89
2020-04-27,Monday   ,13,member,docked_bike,143,17.03
2020-04-27,Monday   ,14,casual,docked_bike,70,30.47
2020-04-27,Monday   ,14,member,docked_bike,159,15.60
2020-04-27,Monday   ,15,casual,docked_bike,23,19.92
2020-04-27,Monday   ,15,member,docked_bike,100,16.24
2020-04-27,Monday   ,16,casual,docked_bike,25,20.24
2020-04-27,Monday   ,16,member,docked_bike,107,14.49
2020-04-27,Monday   ,17,casual,docked_bike,27,24.02
2020-04-27,Monday   ,17,member,docked_bike,153,14.50
2020-04-27,Monday   ,18,casual,docked_bike,29,116.53
2020-04-27,Monday   ,18,member,docked_bike,101,28.87
2020-04-27,Monday   ,19,casual,docked_bike,24,27.78
2020-04-27,Monday   ,19,member,docked_bike,89,16.13
2020-04-27,Monday   ,20,casual,docked_bike,16,16.92
2020-04-27,Monday   ,20,member,docked_bike,49,17.57
2020-04-27,Monday   ,21,casual,docked_bike,7,20.85
2020-04-27,Monday   ,21,member,docked_bike,29,9.71
2020-04-27,Monday   ,22,casual,docked_bike,3,22.73
2020-04-27,Monday   ,22,member,docked_bike,8,10.36
2020-04-27,Monday   ,23,casual,docked_bike,5,31.28
2020-04-27,Monday   ,23,member,docked_bike,14,15.69
2020-04-28,Tuesday  ,0,casual,docked_bike,3,27.83
2020-04-28,Tuesday  ,0,member,docked_bike,2,18.33
2020-04-28,Tuesday  ,1,casual,docked_bike,1,7.57
2020-04-28,Tuesday  ,1,member,docked_bike,3,14.23
2020-04-28,Tuesday  ,2,casual,docked_bike,5,19.25
2020-04-28,Tuesday  ,2,member,docked_bike,3,4.74
2020-04-28,Tuesday  ,3,casual,docked_bike,2,13.45
2020-04-28,Tuesday  ,3,member,docked_bike,2,3.33
2020-04-28,Tuesday  ,4,casual,docked_bike,6,76.20
2020-04-28,Tuesday  ,4,member,docked_bike,3,8.78
2020-04-28,Tuesday  ,5,casual,docked_bike,3,10.67
2020-04-28,Tuesday  ,5,member,docked_bike,20,14.61
2020-04-28,Tuesday  ,6,casual,docked_bike,12,412.11
2020-04-28,Tuesday  ,6,member,docked_bike,95,15.98
2020-04-28,Tuesday  ,7,casual,docked_bike,25,40.13
2020-04-28,Tuesday  ,7,member,docked_bike,146,15.52
2020-04-28,Tuesday  ,8,casual,docked_bike,26,18.98
2020-04-28,Tuesday  ,8,member,docked_bike,129,22.64
2020-04-28,Tuesday  ,9,casual,docked_bike,40,30.85
2020-04-28,Tuesday  ,9,member,docked_bike,118,19.14
2020-04-28,Tuesday  ,10,casual,docked_bike,58,58.32
2020-04-28,Tuesday  ,10,member,docked_bike,129,18.61
2020-04-28,Tuesday  ,11,casual,docked_bike,98,63.20
2020-04-28,Tuesday  ,11,member,docked_bike,198,26.34
2020-04-28,Tuesday  ,12,casual,docked_bike,112,39.35
2020-04-28,Tuesday  ,12,member,docked_bike,287,18.86
2020-04-28,Tuesday  ,13,casual,docked_bike,124,34.88
2020-04-28,Tuesday  ,13,member,docked_bike,252,18.94
2020-04-28,Tuesday  ,14,casual,docked_bike,151,45.11
2020-04-28,Tuesday  ,14,member,docked_bike,227,23.84
2020-04-28,Tuesday  ,15,casual,docked_bike,120,233.99
2020-04-28,Tuesday  ,15,member,docked_bike,248,21.38
2020-04-28,Tuesday  ,16,casual,docked_bike,100,66.33
2020-04-28,Tuesday  ,16,member,docked_bike,260,16.71
2020-04-28,Tuesday  ,17,casual,docked_bike,30,30.38
2020-04-28,Tuesday  ,17,member,docked_bike,110,13.52
2020-04-28,Tuesday  ,18,casual,docked_bike,3,26.63
2020-04-28,Tuesday  ,18,member,docked_bike,29,19.12
2020-04-28,Tuesday  ,19,casual,docked_bike,13,120.79
2020-04-28,Tuesday  ,19,member,docked_bike,60,15.16
2020-04-28,Tuesday  ,20,casual,docked_bike,10,28.00
2020-04-28,Tuesday  ,20,member,docked_bike,37,10.80
2020-04-28,Tuesday  ,21,casual,docked_bike,8,19.13
2020-04-28,Tuesday  ,21,member,docked_bike,18,11.26
2020-04-28,Tuesday  ,22,casual,docked_bike,2,13.13
2020-04-28,Tuesday  ,22,member,docked_bike,13,36.83
2020-04-28,Tuesday  ,23,casual,docked_bike,5,22.53
2020-04-28,Tuesday  ,23,member,docked_bike,4,11.63
2020-04-29,Wednesday,0,casual,docked_bike,2,36.52
2020-04-29,Wednesday,0,member,docked_bike,3,8.24
2020-04-29,Wednesday,1,casual,docked_bike,2,8.13
2020-04-29,Wednesday,1,member,docked_bike,1,19.82
2020-04-29,Wednesday,2,casual,docked_bike,1,26.00
2020-04-29,Wednesday,2,member,docked_bike,2,28.05
2020-04-29,Wednesday,3,casual,docked_bike,1,67.95
2020-04-29,Wednesday,3,member,docked_bike,2,5.98
2020-04-29,Wednesday,4,casual,docked_bike,1,7.28
2020-04-29,Wednesday,5,member,docked_bike,7,16.13
2020-04-29,Wednesday,6,casual,docked_bike,2,20.35
2020-04-29,Wednesday,6,member,docked_bike,29,12.02
2020-04-29,Wednesday,7,casual,docked_bike,7,1270.58
2020-04-29,Wednesday,7,member,docked_bike,33,14.77
2020-04-29,Wednesday,8,casual,docked_bike,8,79.20
2020-04-29,Wednesday,8,member,docked_bike,22,11.94
2020-04-29,Wednesday,9,casual,docked_bike,4,92.11
2020-04-29,Wednesday,9,member,docked_bike,15,12.18
2020-04-29,Wednesday,10,casual,docked_bike,8,61.13
2020-04-29,Wednesday,10,member,docked_bike,13,9.69
2020-04-29,Wednesday,11,casual,docked_bike,12,32.61
2020-04-29,Wednesday,11,member,docked_bike,23,18.39
2020-04-29,Wednesday,12,casual,docked_bike,9,67.72
2020-04-29,Wednesday,12,member,docked_bike,29,16.24
2020-04-29,Wednesday,13,casual,docked_bike,5,29.01
2020-04-29,Wednesday,13,member,docked_bike,22,17.03
2020-04-29,Wednesday,14,casual,docked_bike,7,20.64
2020-04-29,Wednesday,14,member,docked_bike,24,9.20
2020-04-29,Wednesday,15,casual,docked_bike,15,50.56
2020-04-29,Wednesday,15,member,docked_bike,42,10.53
2020-04-29,Wednesday,16,casual,docked_bike,5,13.74
2020-04-29,Wednesday,16,member,docked_bike,36,11.55
2020-04-29,Wednesday,17,casual,docked_bike,13,34.61
2020-04-29,Wednesday,17,member,docked_bike,49,15.07
2020-04-29,Wednesday,18,casual,docked_bike,11,24.66
2020-04-29,Wednesday,18,member,docked_bike,65,13.28
2020-04-29,Wednesday,19,casual,docked_bike,12,146.27
2020-04-29,Wednesday,19,member,docked_bike,51,12.52
2020-04-29,Wednesday,20,casual,docked_bike,3,44.63
2020-04-29,Wednesday,20,member,docked_bike,11,12.75
2020-04-29,Wednesday,21,casual,docked_bike,2,17.03
2020-04-29,Wednesday,21,member,docked_bike,10,8.08
2020-04-29,Wednesday,22,casual,docked_bike,2,39.98
2020-04-29,Wednesday,22,member,docked_bike,8,12.50
2020-04-29,Wednesday,23,casual,docked_bike,1,9.58
2020-04-29,Wednesday,23,member,docked_bike,4,17.02
2020-04-30,Thursday ,0,casual,docked_bike,2,4.72
2020-04-30,Thursday ,0,member,docked_bike,2,25.68
2020-04-30,Thursday ,1,casual,docked_bike,2,5.92
2020-04-30,Thursday ,1,member,docked_bike,2,26.71
2020-04-30,Thursday ,2,casual,docked_bike,1,8.95
2020-04-30,Thursday ,2,member,docked_bike,3,23.30
2020-04-30,Thursday ,3,member,docked_bike,6,17.18
2020-04-30,Thursday ,4,casual,docked_bike,1,26.43
2020-04-30,Thursday ,4,member,docked_bike,5,19.04
2020-04-30,Thursday ,5,member,docked_bike,3,29.12
2020-04-30,Thursday ,6,casual,docked_bike,1,3.50
2020-04-30,Thursday ,6,member,docked_bike,33,14.06
2020-04-30,Thursday ,7,casual,docked_bike,7,216.18
2020-04-30,Thursday ,7,member,docked_bike,50,12.49
2020-04-30,Thursday ,8,casual,docked_bike,15,38.09
2020-04-30,Thursday ,8,member,docked_bike,70,14.36
2020-04-30,Thursday ,9,casual,docked_bike,16,30.53
2020-04-30,Thursday ,9,member,docked_bike,56,13.66
2020-04-30,Thursday ,10,casual,docked_bike,15,54.34
2020-04-30,Thursday ,10,member,docked_bike,56,17.85
2020-04-30,Thursday ,11,casual,docked_bike,15,43.41
2020-04-30,Thursday ,11,member,docked_bike,77,14.14
2020-04-30,Thursday ,12,casual,docked_bike,12,33.52
2020-04-30,Thursday ,12,member,docked_bike,104,14.57
